Aktivitetstype,Dato,Favoritt,Tittel,Avstand,Kalorier,Tid,Gjennomsnittlig puls,Makspuls,Aerob treningseffekt,Gjennomsnittlig frekvens for løping,Maksimal frekvens for løping,Gjennomsnittlig tempo,Beste tempo,Total stigning,Totalt fall,Gjennomsnittlig skrittlengde,Gjennomsnittlig vertikalt forholdstall,Gjennomsnittlig vertikal oscillasjon,Gjennomsnittlig tid med bakkekontakt,Gjennomsnittlig frekvens for løping,Maksimal frekvens for løping,Training Stress Score®,Gjennomsnittlig kraft,Maksimal kraft,Vanskelighetsgrad,Flyt,Totalt antall tak,Gjennomsnittlig Swolf,Gjennomsnittlig tempo for tak,Totalt antall repetisjoner,Totalt antall sett,Dykketid,Minimumstemperatur,Overflateintervall,Dekompresjon,Beste rundetid,Antall runder,Makstemperatur,Tid i bevegelse,Medgått tid,Minste høyde,Maksimal høyde
Løping,2021-01-26 14:08:27,false,"Oslo Løping","6.63","513","00:39:14","160","185","4.0","169","176","5:55","5:04","93","99","1.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","12.0","0:00","Nei","03:22.32.2","7","0.0","00:39:01","00:39:36","42","104"
Løping,2021-01-24 15:48:02,false,"Oslo Løping","8.13","594","00:51:25","149","165","3.3","165","174","6:19","4:49","119","125","0.96","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","11.0","0:00","Nei","00:49.09.9","9","0.0","00:51:21","00:51:25","35","109"
Løping,2021-01-21 17:45:42,false,"Oslo Løping","6.70","534","00:38:06","169","197","4.6","161","192","5:41","3:19","91","103","1.09","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","14.0","0:00","Nei","03:39.02.9","7","0.0","00:37:55","00:39:18","5","94"
Løping,2021-01-19 19:09:48,false,"Oslo Løping","13.05","1,032","01:20:32","164","186","4.4","160","171","6:10","5:06","195","201","1.01","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","19.0","0:00","Nei","00:17.05.8","14","0.0","01:20:26","01:20:32","86","181"
Løping,2021-01-15 13:18:48,false,"Oslo Løping","6.80","531","00:39:57","159","185","3.8","163","172","5:53","5:08","110","103","1.05","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","10.0","0:00","Nei","04:27.60.6","7","0.0","00:39:55","00:39:57","-133","-77"
Fotturer,2021-01-10 12:19:38,false,"Elverum Fotturer","5.26","765","02:36:15","105","149","1.4","45","239","29:43","4:44","245","227","0.75","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","18.0","0:00","Nei","02:36:14.62.4","1","0.0","01:23:57","02:49:44","177","432"
Løping,2020-12-31 16:29:19,false,"Oslo Løping","5.74","456","00:34:59","156","179","3.6","165","216","6:06","5:26","109","95","1.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","11.0","0:00","Nei","04:40.74.3","6","0.0","00:34:57","00:34:59","74","165"
Gåtur,2020-12-25 13:25:18,false,"Tysvær Gåing","3.02","358","01:05:01","107","149","0.9","57","196","21:30","2:01","212","199","0.82","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","17.0","0:00","Nei","00:02.86.9","4","0.0","00:52:39","01:06:35","34","246"
Løping,2020-12-19 22:26:37,false,"Oslo Løping","4.07","335","00:26:15","152","171","3.1","167","174","6:27","5:32","78","79","0.93","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","15.0","0:00","Nei","00:28.24.7","5","0.0","00:26:13","00:26:15","42","114"
Løping,2020-12-17 07:31:00,false,"Oslo Løping","13.41","995","01:20:10","159","184","4.0","161","236","5:59","4:29","214","174","1.04","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","10.0","0:00","Nei","04:12.64.1","14","0.0","01:19:27","01:25:47","43","132"
Gåtur,2020-12-12 23:15:29,false,"Oslo Gåing","2.02","155","00:21:37","109","132","0.7","113","179","10:43","8:19","70","22","0.82","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","25.0","0:00","Nei","00:10.26.3","3","0.0","00:21:36","00:21:37","-30","24"
Løping,2020-12-09 22:33:34,false,"Oslo Løping","4.53","344","00:24:06","165","189","3.4","168","180","5:19","4:40","75","78","1.12","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","10.0","0:00","Nei","02:37.53.9","5","0.0","00:24:05","00:24:06","36","109"
